SHIP_ID,SHIPNAME,LENGTH,SHIPTYPE,WIDTH,FLAG,ship_type,LAT,LON,SPEED,COURSE,HEADING,DESTINATION,DWT,DATETIME,PORT,date,week_nb,port,is_parked,fromLAT,fromLON,fromTIME,DIST,delta_tau,lastLAT,lastLON
375318,AVELONA STAR,158,7,23,BS,Cargo,59.90669,30.22186,0,321,28,ST.PETERSBURG,12714,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90669,30.22186,2016-12-20T11:11:03Z,0,1,59.90669,30.22186
375446,ICELAND CEMENT,98,7,14,BS,Cargo,57.61012,11.60336,106,289,289,ALIAGA,3655,2016-12-20T08:31:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.60783,11.61483,2016-12-20T08:29:05Z,731.53,120,57.61012,11.60336
376082,M/F WAWEL,163,6,27,BS,Passenger,54.79746,18.90025,167,339,337,GDA-NYN-GDA,3501,2016-12-19T18:57:01Z,gdansk,2016-12-19,51,Gdańsk,0,54.79746,18.90025,2016-12-19T18:55:02Z,0,119,54.79746,18.90025
376153,FRI STREAM,89,7,12,BS,Cargo,55.73133,20.80033,98,265,268,SOUTHAMPTON,3270,2016-12-16T23:13:06Z,klaipeda,2016-12-16,51,Klaipeda,0,55.73133,20.80033,2016-12-16T23:11:07Z,0,119,55.73133,20.80033
376495,MIKHAIL DUDIN,90,7,13,BZ,Cargo,59.92113,30.00285,91,292,291,ANTWERPEN,3030,2016-12-17T18:43:04Z,st_petersburg,2016-12-17,51,St. Petersburg,0,59.92113,30.00285,2016-12-17T18:41:06Z,0,118,59.92113,30.00285
377745,ZAPADNYY,77,8,14,BZ,Tanker,55.75275,20.80317,56,279,282,AABENRAA,3297,2016-12-19T10:03:07Z,klaipeda,2016-12-19,51,Klaipeda,0,55.75224,20.80963,2016-12-19T10:01:06Z,409.584,121,55.75275,20.80317
377957,AGOT,63,7,11,VC,Cargo,55.71466,21.11522,1,347,329,LT KLJ,1150,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.71465,21.11521,2016-12-20T10:59:06Z,1.279,720,55.71466,21.11522
388399,GREEN ATLANTIC,93,7,16,DM,Cargo,55.72218,20.80614,94,248,248,SCZCECIN,3073,2016-12-16T12:41:06Z,klaipeda,2016-12-16,51,Klaipeda,0,55.72454,20.81643,2016-12-16T12:39:06Z,697.948,120,55.72218,20.80614
402693,GALAN,114,7,13,KN,Cargo,55.742,20.80072,71,275,280,STRALSUND,2893,2016-12-14T19:11:07Z,klaipeda,2016-12-14,50,Klaipeda,0,55.74174,20.80478,2016-12-14T19:09:06Z,256.638,121,55.742,20.80072
402701,WINTER BAY,79,7,15,KN,Cargo,55.73077,20.80193,105,259,259,SZCZECIN,2050,2016-12-15T15:37:07Z,klaipeda,2016-12-15,50,Klaipeda,0,55.73218,20.81536,2016-12-15T15:35:07Z,858.216,120,55.73077,20.80193
402734,GRAND,114,7,13,KN,Cargo,55.67542,20.80037,70,250,250,FLENSBURG,2863,2016-12-17T19:13:06Z,klaipeda,2016-12-17,51,Klaipeda,0,55.67713,20.80835,2016-12-17T19:11:06Z,536.934,120,55.67542,20.80037
402746,ASTERDEA,80,8,12,KN,Tanker,54.79942,18.90592,81,308,310,SWINOUJSCIE,2738,2016-12-18T11:35:02Z,gdansk,2016-12-18,51,Gdańsk,0,54.79752,18.91008,2016-12-18T11:33:02Z,341.054,120,54.79942,18.90592
403087,AMATHUS,54,7,9,KN,Cargo,55.70912,21.12077,1,196,511,KLAIPEDA,510,2016-12-16T07:45:06Z,klaipeda,2016-12-16,51,Klaipeda,1,55.70912,21.12077,2016-12-16T07:43:07Z,0,119,55.70912,21.12077
403149,POSEIDON I,97,3,18,KN,Tug,55.64584,20.80293,105,240,237,KLAIREDA,5254,2016-12-20T10:57:06Z,klaipeda,2016-12-20,51,Klaipeda,0,55.66412,20.85467,2016-12-20T10:45:06Z,3840.508,720,55.64584,20.80293
406999,SEASTAR ENDURANCE,179,7,28,PA,Cargo,54.53367,18.53776,0,323,239,GDYNIA,33500,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53363,18.5378,2016-12-20T10:57:06Z,5.151,121,54.53367,18.53776
411868,PACIFIC CALM,179,7,29,PA,Cargo,55.69658,21.12828,0,352,53,LT KLJ,38123,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.69654,21.12825,2016-12-20T10:59:06Z,4.837,720,55.69658,21.12828
412843,MSC MATILDE,294,7,32,PA,Cargo,55.73704,20.81245,194,276,274,LE HAVRE,67615,2016-12-20T00:57:14Z,klaipeda,2016-12-20,51,Klaipeda,0,55.73627,20.82378,2016-12-20T00:55:06Z,716.854,128,55.73704,20.81245
415711,ATROTOS HERACLES,228,7,32,PA,Cargo,54.67879,18.99666,140,58,58,BALTIYSK ANCHORAGE,81922,2016-12-17T07:55:02Z,gdansk,2016-12-17,51,Gdańsk,0,54.67469,18.98527,2016-12-17T07:53:01Z,864.955,121,54.67879,18.99666
416514,MSC SANTHYA,237,7,32,PA,Cargo,59.87385,30.20194,0,0,136,ST. PETERSBURG,46600,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87384,30.20195,2016-12-20T11:11:03Z,1.247,1,59.87385,30.20194
418044,MSC SABRINA,242,7,32,PA,Cargo,59.92155,30.00087,91,292,292,LE HAVRE,43078,2016-12-16T23:29:04Z,st_petersburg,2016-12-16,51,St. Petersburg,0,59.92155,30.00087,2016-12-16T23:29:03Z,0,1,59.92155,30.00087
418949,SEROJA EMPAT,316,7,45,PA,Cargo,57.60117,11.60028,83,319,315,ANTWERP,90488,2016-12-20T03:55:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.60493,11.65567,2016-12-20T03:39:05Z,3337.907,959,57.60117,11.60028
420706,NIKOLAS,207,7,30,PA,Cargo,59.9206,30.00561,110,291,294,GDYNIA,32391,2016-12-19T20:19:04Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.9173,30.02209,2016-12-19T20:17:04Z,992.444,120,59.9206,30.00561
420754,NEWYORKER,207,7,30,PA,Cargo,57.60047,11.66037,74,202,210,SEHEL,32299,2016-12-19T21:21:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.60469,11.66096,2016-12-19T21:19:05Z,471.306,120,57.60047,11.66037
421615,SILVER FJORD,77,7,13,PA,Cargo,54.7969,18.89241,130,307,310,SKAGEN,1700,2016-12-16T15:35:02Z,gdansk,2016-12-16,51,Gdańsk,0,54.79259,18.90259,2016-12-16T15:33:02Z,811.748,120,54.7969,18.89241
458566,LILY-B,81,7,11,DE,Cargo,54.79103,18.918,89,316,317,ROTTERDAM,2300,2016-12-15T23:47:02Z,gdansk,2016-12-15,50,Gdańsk,0,54.79103,18.918,2016-12-15T23:45:02Z,0,120,54.79103,18.918
459517,OCEAN RAINBOW,183,7,29,PA,Cargo,55.72972,20.80735,119,273,271,ARATU/BRAZIL,38494,2016-12-18T13:37:06Z,klaipeda,2016-12-18,51,Klaipeda,0,55.72937,20.82293,2016-12-18T13:35:07Z,979.632,119,55.72972,20.80735
461034,BLUE CHIP,224,7,32,PA,Cargo,55.73839,20.81072,103,271,271,SUEZ EGYPT,76596,2016-12-15T16:45:08Z,klaipeda,2016-12-15,50,Klaipeda,0,55.73794,20.82313,2016-12-15T16:43:06Z,781.129,122,55.73839,20.81072
461192,KOZNITZA,179,7,29,MT,Cargo,54.6888,20.20117,6,84,348,KALININGRAD,32631,2016-12-20T11:01:03Z,kalingrad,2016-12-20,51,Kalingrad,0,54.68758,20.20012,2016-12-20T10:57:02Z,151.753,241,54.6888,20.20117
461454,ROBIN WIND,224,7,32,PA,Cargo,54.79571,18.94145,121,315,314,SKAW/SKAGEN,78228,2016-12-17T07:53:01Z,gdansk,2016-12-17,51,Gdańsk,0,54.79091,18.94971,2016-12-17T07:51:02Z,753.524,119,54.79571,18.94145
461962,CITY OF ROTTERDAM,139,7,22,PA,Cargo,59.92117,30.00332,104,292,291,TYNE,5000,2016-12-13T21:47:04Z,st_petersburg,2016-12-13,50,St. Petersburg,0,59.91761,30.02061,2016-12-13T21:45:05Z,1045.297,119,59.92117,30.00332
463311,ALMENDRO,178,7,28,CL,Cargo,59.92147,30.00233,92,292,294,SAN PETERSBURG,32662,2016-12-20T09:03:03Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91935,30.01258,2016-12-20T09:01:02Z,620.069,121,59.92147,30.00233
465205,SANTA URSULA,199,7,32,PA,Cargo,54.79632,18.92299,142,307,304,SZCZICIN,61453,2016-12-18T06:19:03Z,gdansk,2016-12-18,51,Gdańsk,0,54.79137,18.93443,2016-12-18T06:17:01Z,919.293,122,54.79632,18.92299
465931,OCEAN VOYAGER,183,7,29,PA,Cargo,54.79857,18.92571,114,310,312,DURBAN,38429,2016-12-19T10:39:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.79657,18.92987,2016-12-19T10:37:01Z,348.071,121,54.79857,18.92571
466414,GRANIT,64,3,13,VC,Tug,54.35615,18.67465,0,238,135,GDANSK-PLATFORMY,999,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.35615,18.67465,2016-12-20T11:09:02Z,0,120,54.35615,18.67465
466553,APHRODITE I,33,3,6,VC,Tug,54.79635,18.4181,42,68,60,WLAD-OIL RIG-WLAD,53,2016-12-20T00:29:06Z,gdynia,2016-12-20,51,Gdynia,0,54.79635,18.4181,2016-12-20T00:27:07Z,0,119,54.79635,18.4181
467633,BAZALT,64,3,13,VC,Tug,54.79727,18.9138,102,350,351,OILFIELD B-8,1008,2016-12-19T00:13:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.79358,18.9149,2016-12-19T00:11:02Z,416.818,120,54.79727,18.9138
467978,LARGONA,63,7,10,VC,Cargo,55.77033,20.8056,88,289,285,SENRK,1195,2016-12-17T11:39:06Z,klaipeda,2016-12-17,51,Klaipeda,0,55.76831,20.81596,2016-12-17T11:37:06Z,688.03,120,55.77033,20.8056
468082,BALTIC PRIME,150,7,22,VC,Cargo,59.89656,30.2239,0,270,35,BERTH 41,10742,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89656,30.2239,2016-12-20T11:11:03Z,0,1,59.89656,30.2239
468665,SERVAL,32,3,9,VC,Tug,54.53162,18.52297,0,277,511,GDYNIA,203,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53163,18.523,2016-12-20T10:57:06Z,2.239,121,54.53162,18.52297
468812,SAN REMO,11,7,11,VC,Cargo,55.73757,20.80615,82,272,271,AHUS,1225,2016-12-18T19:29:06Z,klaipeda,2016-12-18,51,Klaipeda,0,55.73742,20.81155,2016-12-18T19:27:08Z,339.612,118,55.73757,20.80615
469377,RUBYN,79,7,11,VC,Cargo,55.7247,20.80318,77,254,254,RUKGD>LTKLJ>DKRNN,2450,2016-12-15T05:39:07Z,klaipeda,2016-12-15,50,Klaipeda,0,55.7259,20.81129,2016-12-15T05:37:06Z,526.812,121,55.7247,20.80318
469525,NINA 1,77,7,9,VC,Cargo,54.53037,18.53538,1,301,236,GDYNIA,1485,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53036,18.53538,2016-12-20T10:57:06Z,1.113,121,54.53037,18.53538
547677,KNOSSOS,189,7,32,MT,Cargo,59.89594,30.22648,0,276,123,RU LED,56763,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89594,30.22648,2016-12-20T11:11:03Z,0,1,59.89594,30.22648
674633,ASIAN VISION,38,7,7,KR,Cargo,57.91808,11.60547,123,292,289,DE BRV,21421,2016-12-17T21:29:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.91544,11.61747,2016-12-17T21:27:05Z,769.622,120,57.91808,11.60547
685288,GENCO RELIANCE,170,7,27,HK,Cargo,55.71575,20.86188,2,331,280,KLAIPEDA,29952,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.7156,20.86182,2016-12-20T10:59:06Z,17.121,720,55.71575,20.86188
686278,MAERSK NIAMEY,210,7,30,HK,Cargo,59.91979,30.00944,116,292,294,BREMERHAVEN,33414,2016-12-20T10:03:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.92105,30.0033,2016-12-20T10:03:03Z,371.016,1,59.91979,30.00944
687226,VICTORIA,190,7,32,LR,Cargo,54.37488,18.6593,0,345,166,GDANSK,46931,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.37488,18.65931,2016-12-20T11:09:02Z,0.65,120,54.37488,18.6593
687849,AFRICAN CENDANA,189,7,30,HK,Cargo,55.65109,21.15482,0,266,334,LT KLJ,46834,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.65113,21.15476,2016-12-20T10:59:06Z,5.84,720,55.65109,21.15482
687940,JOAN,97,8,16,HK,Tanker,54.52705,18.55805,0,359,84,GDYNIA POLAND,4000,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.527,18.55813,2016-12-20T10:57:06Z,7.603,121,54.52705,18.55805
689205,SCHUYLER TRADER,179,7,30,HK,Cargo,54.79988,18.89289,122,310,311,ALEXANDRIA,35800,2016-12-16T04:11:01Z,gdansk,2016-12-16,51,Gdańsk,0,54.79548,18.9018,2016-12-16T04:09:01Z,753.857,120,54.79988,18.89289
689765,PORT ALFRED,170,7,27,HK,Cargo,59.89599,30.22668,0,26,125,TR ISK,29678,2016-12-14T02:29:04Z,st_petersburg,2016-12-14,50,St. Petersburg,1,59.89599,30.22668,2016-12-14T02:29:03Z,0,1,59.89599,30.22668
691174,HEINA,224,7,32,NO,Cargo,54.38363,18.67445,0,353,344,GDANSK POLAND,76598,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.38363,18.67445,2016-12-20T11:09:02Z,0,120,54.38363,18.67445
698727,FJORDVIK,94,7,14,BS,Cargo,54.53637,18.52003,0,0,239,GDYNIA,4081,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53637,18.52002,2016-12-20T10:57:06Z,0.647,121,54.53637,18.52003
711847,LORD BYRON,225,7,32,MH,Cargo,54.53463,18.52813,0,60,56,GDYNIA,76838,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53462,18.52812,2016-12-20T10:57:06Z,1.288,121,54.53463,18.52813
712156,UZAVA,195,8,32,MH,Tanker,55.72333,21.10175,0,307,308,LV VNT>LT KLJ,52650,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.72334,21.10173,2016-12-20T10:59:06Z,1.679,720,55.72333,21.10175
712201,GENCO THUNDER,225,7,32,MH,Cargo,54.79792,18.96247,135,326,323,TARANTO,76000,2016-12-15T21:13:01Z,gdansk,2016-12-15,50,Gdańsk,0,54.79469,18.96558,2016-12-15T21:11:01Z,411.457,120,54.79792,18.96247
712443,SONGA SAPPHIRE,144,8,22,MH,Tanker,54.40484,18.71841,0,11,120,GDANSK,17596,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.40477,18.71842,2016-12-20T11:09:02Z,7.819,120,54.40484,18.71841
712924,NAVIG8 STRENGTH,183,8,32,MH,Tanker,55.73421,20.81002,126,261,260,YABUCOA,50497,2016-12-18T14:37:06Z,klaipeda,2016-12-18,51,Klaipeda,0,55.7352,20.82655,2016-12-18T14:35:06Z,1044.24,120,55.73421,20.81002
713084,NAVIG8 UNIVERSE,183,8,32,MH,Tanker,55.7329,20.80637,135,265,264,WILMINGTON^2CUSA,45313,2016-12-18T23:11:06Z,klaipeda,2016-12-18,51,Klaipeda,0,55.73335,20.81522,2016-12-18T23:09:06Z,558.228,120,55.7329,20.80637
713818,FEDERAL SATSUKI,199,7,23,MH,Cargo,57.60031,11.68836,6,174,169,GOTHENBURG,35300,2016-12-16T18:13:05Z,gothenborg,2016-12-16,51,gothenborg,0,57.60031,11.68836,2016-12-16T18:11:05Z,0,120,57.60031,11.68836
713900,ICE RIVER,144,7,23,MH,Cargo,59.86919,30.21974,0,175,305,ST.PETERSBURG,14519,2016-12-14T02:29:04Z,st_petersburg,2016-12-14,50,St. Petersburg,1,59.86919,30.21974,2016-12-14T02:29:03Z,0,1,59.86919,30.21974
714454,KYMOPOLIA,288,7,45,MH,Cargo,54.4429,18.99962,104,30,22,BALTIYSK,176990,2016-12-16T13:17:02Z,gdansk,2016-12-16,51,Gdańsk,0,54.43772,18.99165,2016-12-16T13:15:02Z,774.513,120,54.4429,18.99962
714523,BOMAR VALOUR,178,7,26,MH,Cargo,59.88212,30.19687,0,110,134,SILLAMAE,22300,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.882,30.19667,2016-12-20T11:11:03Z,17.44,1,59.88212,30.19687
716099,LANTAU ARROW,158,7,25,MH,Cargo,54.54329,18.50719,0,255,120,MUUGA,14901,2016-12-14T02:29:07Z,gdynia,2016-12-14,50,Gdynia,1,54.54314,18.50701,2016-12-14T02:27:07Z,20.359,120,54.54329,18.50719
725648,ELISALEX SCHULTE,145,8,23,SG,Tanker,57.60392,11.64223,105,234,235,"CORDEMAIS, FR",16418,2016-12-19T13:41:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.60749,11.65096,2016-12-19T13:39:05Z,656.088,120,57.60392,11.64223
726008,APL MERLION,368,7,51,SG,Cargo,54.38732,18.71881,0,157,221,PL GDN,150166,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.38732,18.71881,2016-12-20T11:09:02Z,0,120,54.38732,18.71881
726043,MOL QUINTET,368,7,51,SG,Cargo,57.60914,11.66127,181,208,209,ANTWERP,150936,2016-12-17T00:21:07Z,gothenborg,2016-12-17,51,gothenborg,0,57.61857,11.67204,2016-12-17T00:19:05Z,1231.799,122,57.60914,11.66127
726727,INDEPENDENCE,294,8,46,SG,Tanker,55.6637,21.13765,0,167,0,,82028,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.66374,21.13767,2016-12-20T10:59:06Z,4.628,720,55.6637,21.13765
727807,STRATEGIC ENCOUNTER,177,7,28,SG,Cargo,54.69015,20.19732,0,281,16,KALININGRAD,33000,2016-12-20T10:45:03Z,kalingrad,2016-12-20,51,Kalingrad,1,54.69012,20.19732,2016-12-20T10:43:02Z,3.34,121,54.69015,20.19732
728871,TRANS HOLM,103,8,16,MT,Tanker,54.53709,18.52202,0,0,238,PL GDY,6046,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53709,18.52202,2016-12-20T10:57:06Z,0,121,54.53709,18.52202
729384,ASIAN BREEZE,164,7,28,SG,Cargo,57.91456,11.61929,117,291,294,BE ZEE,12562,2016-12-13T14:45:05Z,gothenborg,2016-12-13,50,gothenborg,0,57.91456,11.61929,2016-12-13T14:43:05Z,0,120,57.91456,11.61929
732076,THOR INTEGRITY,189,7,32,SG,Cargo,55.73053,20.81273,109,269,266,GEDSER,52375,2016-12-19T23:21:06Z,klaipeda,2016-12-19,51,Klaipeda,0,55.73072,20.8261,2016-12-19T23:19:14Z,840.251,112,55.73053,20.81273
732703,IVS KITE,177,7,28,SG,Cargo,55.73813,20.81173,130,268,271,IEWAT,32556,2016-12-14T16:09:07Z,klaipeda,2016-12-14,50,Klaipeda,0,55.73795,20.83695,2016-12-14T16:07:06Z,1584.299,121,55.73813,20.81173
732780,JS CHUKAR,99,8,17,MT,Tanker,54.79922,18.98125,94,315,317,GOTEBORG,4994,2016-12-15T04:17:02Z,gdansk,2016-12-15,50,Gdańsk,0,54.79537,18.9873,2016-12-15T04:15:02Z,578.871,120,54.79922,18.98125
732836,ADASTRA,183,7,30,PA,Cargo,59.91893,30.01437,80,292,290,ISKENDERUN,46493,2016-12-20T10:33:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91977,30.0103,2016-12-20T10:33:03Z,246.143,1,59.91893,30.01437
734035,ROJAREK NAREE,170,7,27,TH,Cargo,54.79797,18.95017,122,315,315,RIO GRANDE,29870,2016-12-16T17:49:02Z,gdansk,2016-12-16,51,Gdańsk,0,54.79065,18.96137,2016-12-16T17:47:02Z,1087.643,120,54.79797,18.95017
737998,AMARANTH,118,8,15,VU,Tanker,54.52775,18.55985,0,299,358,PLGDY,5858,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52777,18.55983,2016-12-20T10:57:06Z,2.575,121,54.52775,18.55985
752901,SEVEN OSPREY,101,3,21,LR,Tug,54.37695,18.6608,0,178,344,GDANSK,3104,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.37698,18.66075,2016-12-20T11:09:02Z,4.659,120,54.37695,18.6608
753262,SYLUR,71,3,16,CY,Tug,54.35734,18.67247,1,273,313,GDANSK,3350,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.35734,18.67247,2016-12-20T11:09:02Z,0,120,54.35734,18.67247
753672,SCF BALTICA,249,8,44,LR,Tanker,55.99933,20.8425,51,42,42,BUTINGE,117153,2016-12-14T19:25:06Z,klaipeda,2016-12-14,50,Klaipeda,0,55.99783,20.84033,2016-12-14T19:23:06Z,215.002,120,55.99933,20.8425
754206,ZENIT,152,7,23,LR,Cargo,59.92103,30.00384,116,291,292,UDDEVALLA,12848,2016-12-19T10:53:03Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.9185,30.01639,2016-12-19T10:51:04Z,756.461,119,59.92103,30.00384
754816,ERRIE,68,3,16,RU,Tug,55.00826,20.33801,2,322,278,SVETLIY,2503,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,55.00828,20.33797,2016-12-20T11:07:04Z,3.392,238,55.00826,20.33801
754855,AMERDIJK,168,7,25,LR,Cargo,54.67339,19.80553,160,304,301,KGD VIA NOK,21232,2016-12-13T18:47:03Z,kalingrad,2016-12-13,50,Kalingrad,0,54.66811,19.81885,2016-12-13T18:45:03Z,1041.139,120,54.67339,19.80553
754856,AALDERDIJK,168,7,25,LR,Cargo,59.91917,30.01335,112,292,291,PLGDY,21299,2016-12-20T08:55:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.92161,30.00061,2016-12-20T08:55:03Z,762.69,1,59.91917,30.01335
755306,AKERDIJK,168,7,25,LR,Cargo,54.64431,19.87324,75,137,135,RUKGD,21293,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,0,54.65045,19.86151,2016-12-20T11:07:04Z,1020.067,238,54.64431,19.87324
755491,ALLEGRA,157,7,26,LR,Cargo,59.92099,30.00402,97,291,296,"ISKENDERUN,TURKEY",24173,2016-12-16T21:51:05Z,st_petersburg,2016-12-16,51,St. Petersburg,0,59.92099,30.00402,2016-12-16T21:51:04Z,0,1,59.92099,30.00402
755518,USOLIE,225,7,32,LR,Cargo,55.72464,20.80741,112,272,277,MURMANSK,68789,2016-12-14T10:39:06Z,klaipeda,2016-12-14,50,Klaipeda,0,55.72435,20.82108,2016-12-14T10:37:06Z,859.573,120,55.72464,20.80741
755563,SAKURA PRINCESS,228,8,42,LR,Tanker,55.73235,20.80828,92,263,263,ROTTERDAM,105365,2016-12-14T11:57:06Z,klaipeda,2016-12-14,50,Klaipeda,0,55.73293,20.81657,2016-12-14T11:55:07Z,524.789,119,55.73235,20.80828
755883,BALTIC HEATHER,149,7,22,LR,Cargo,59.91063,30.22342,23,202,23,SAINT PETERSBURG,10114,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91063,30.22342,2016-12-20T11:11:03Z,0,1,59.91063,30.22342
756074,CORAL LACERA,108,8,16,LR,Tanker,57.9217,11.61096,106,251,250,RAFNES,6175,2016-12-17T10:09:06Z,gothenborg,2016-12-17,51,gothenborg,0,57.92325,11.62163,2016-12-17T10:07:05Z,655.453,121,57.9217,11.61096
756184,BALTIC PIONEER,150,7,22,LR,Cargo,59.8695,30.2185,0,244,126,ST PETERSBURG,10532,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.8695,30.2185,2016-12-20T11:11:03Z,0,1,59.8695,30.2185
756186,BALTIC PATRIOT,150,7,22,LR,Cargo,59.86858,30.22141,0,75,128,ST PETERSBURG,10621,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.86858,30.22141,2016-12-20T11:11:03Z,0,1,59.86858,30.22141
756187,BALTIC PERFORMER,150,7,22,LR,Cargo,59.90633,30.22917,0,87,31,SAINT-PETERSBURG,10603,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90633,30.22917,2016-12-20T11:11:03Z,0,1,59.90633,30.22917
756194,GREEN PLANET,183,8,32,LR,Tanker,55.86344,20.80271,116,320,320,PALDISKI,50844,2016-12-16T06:09:08Z,klaipeda,2016-12-16,51,Klaipeda,0,55.86098,20.80643,2016-12-16T06:07:07Z,359.545,121,55.86344,20.80271
756252,OLGA,148,7,22,LR,Cargo,54.6702,19.81058,107,300,298,KALININGRAD,18319,2016-12-17T01:47:02Z,kalingrad,2016-12-17,51,Kalingrad,0,54.66807,19.81652,2016-12-17T01:45:03Z,450.663,119,54.6702,19.81058
756358,VANTAGE WAVE,179,7,27,LR,Cargo,55.74867,20.8117,114,284,287,GRESIK,33200,2016-12-16T16:05:06Z,klaipeda,2016-12-16,51,Klaipeda,0,55.74646,20.8251,2016-12-16T16:03:06Z,876.74,120,55.74867,20.8117
757296,YAMAL KRECHET,153,7,23,RU,Cargo,54.55201,18.81838,76,225,224,GDANSK,20144,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.55508,18.82347,2016-12-20T11:09:02Z,474.603,120,54.55201,18.81838
757428,CALISTO,167,7,25,LR,Cargo,54.44329,18.83962,2,11,268,PLGDN,20614,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.44316,18.8395,2016-12-20T11:09:02Z,16.432,120,54.44329,18.83962
757619,. PRINCE OF WAVES,134,7,20,LR,Cargo,59.92133,30.00217,101,292,292,VENSPILS,8039,2016-12-19T19:29:04Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.92133,30.00217,2016-12-19T19:27:04Z,0,120,59.92133,30.00217
757658,JONNI RITSCHER,178,7,27,LR,Cargo,57.60559,11.60277,136,284,284,WILHELMSHAVEN,22243,2016-12-20T09:03:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.60255,11.6235,2016-12-20T09:01:03Z,1284.739,121,57.60559,11.60277
758443,ATLANTIC NAVIGATORII,192,7,27,MT,Cargo,59.90292,30.22443,0,232,34,ST.PETERSBURG,30345,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90292,30.22443,2016-12-20T11:11:03Z,0,1,59.90292,30.22443
758523,INA LOTTE,179,7,29,LR,Cargo,59.91837,30.01652,90,292,292,ST PETERSBURG,38267,2016-12-18T10:15:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92036,30.00666,2016-12-18T10:15:03Z,594.42,1,59.91837,30.01652
758559,PACIFIC WINTER,166,7,23,PT,Cargo,59.89348,30.21975,0,321,213,ST PETERSBURG,19359,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89349,30.21974,2016-12-20T11:11:03Z,1.247,1,59.89348,30.21975
758589,E.R. TALLINN,158,7,23,LR,Cargo,54.79036,18.98408,140,307,307,KIEL CANAL,14230,2016-12-19T06:51:01Z,gdansk,2016-12-19,51,Gdańsk,0,54.79036,18.98408,2016-12-19T06:49:02Z,0,119,54.79036,18.98408
