SHIP_ID,SHIPNAME,LENGTH,SHIPTYPE,WIDTH,FLAG,ship_type,LAT,LON,SPEED,COURSE,HEADING,DESTINATION,DWT,DATETIME,PORT,date,week_nb,port,is_parked,fromLAT,fromLON,fromTIME,DIST,delta_tau,lastLAT,lastLON
289583,KAPITAN YAKOVLEV,98,7,17,RU,Cargo,59.92124,30.00254,84,291,293,HAMBURG,4678,2016-12-16T09:15:05Z,st_petersburg,2016-12-16,51,St. Petersburg,0,59.92124,30.00254,2016-12-16T09:15:04Z,0,1,59.92124,30.00254
290089,UFA,96,7,13,MT,Cargo,54.70013,20.44705,51,51,52,RU KGD,4337,2016-12-19T03:35:02Z,kalingrad,2016-12-19,51,Kalingrad,0,54.6991,20.44483,2016-12-19T03:33:03Z,183.389,119,54.70013,20.44705
290098,VENERE,74,8,14,MT,Tanker,57.601,11.63367,110,104,105,GOTHENBURG ANCHOR,3090,2016-12-19T15:03:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.60266,11.621,2016-12-19T15:01:05Z,779.745,120,57.601,11.63367
291621,NACC TORONTO,136,7,21,MT,Cargo,54.67864,19.80106,113,306,302,FI RAA,13977,2016-12-13T23:39:02Z,kalingrad,2016-12-13,50,Kalingrad,0,54.67381,19.81175,2016-12-13T23:37:02Z,874.427,120,54.67864,19.80106
297208,MARIEKE,97,3,21,LU,Tug,55.01483,20.27736,4,333,295,PIONERSKY,5850,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,55.01477,20.27731,2016-12-20T11:07:04Z,7.406,238,55.01483,20.27736
297592,JAMES COOK,140,3,25,LU,Tug,54.37524,18.66146,1,339,166,GDANSK,16895,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.37517,18.6615,2016-12-20T11:09:02Z,8.214,120,54.37524,18.66146
299445,FROG RANA,0,3,0,PT,Tug,57.72343,11.9895,78,211,511,CLASS B,,2016-12-20T10:45:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.72798,11.99392,2016-12-20T10:43:07Z,571.097,118,57.72343,11.9895
299816,LUKE,84,8,15,PT,Tanker,57.60472,11.68595,2,336,223,GOTEBORG,3811,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.60475,11.68572,2016-12-20T10:59:05Z,14.15,720,57.60472,11.68595
300093,VIONA,178,7,28,PT,Cargo,57.68832,11.86184,0,338,270,GOTHENBURG,22248,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.6883,11.86186,2016-12-20T10:59:07Z,2.527,718,57.68832,11.86184
300096,AKACIA,149,7,22,PT,Cargo,54.67381,19.80845,1,189,303,RIGA,13713,2016-12-17T10:43:03Z,kalingrad,2016-12-17,51,Kalingrad,1,54.67381,19.80845,2016-12-17T10:41:03Z,0,120,54.67381,19.80845
300118,IRIS BOLTEN,139,7,22,PT,Cargo,54.79051,18.89766,136,307,308,SZCZECIN,11051,2016-12-15T22:15:01Z,gdansk,2016-12-15,50,Gdańsk,0,54.79051,18.89766,2016-12-15T22:13:02Z,0,119,54.79051,18.89766
300161,ANNAMARIE,138,7,21,PT,Cargo,57.603,11.624,125,262,245,DKAAR,8720,2016-12-15T22:05:06Z,gothenborg,2016-12-15,50,gothenborg,0,57.60477,11.64712,2016-12-15T22:03:05Z,1396.202,121,57.603,11.624
300168,EMILIA,121,7,18,PT,Cargo,54.67744,19.8044,135,302,299,DEHAM,7131,2016-12-17T19:29:03Z,kalingrad,2016-12-17,51,Kalingrad,0,54.67318,19.81611,2016-12-17T19:27:03Z,891.921,120,54.67744,19.8044
300784,KAIE,88,7,13,MT,Cargo,59.91059,30.23621,0,353,74,ST. PETERSBURG,4161,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.91063,30.23615,2016-12-20T11:11:03Z,5.579,1,59.91059,30.23621
300801,FREDERIK,154,7,24,MT,Cargo,55.72737,20.80882,117,260,262,HAMBURG,18457,2016-12-18T03:03:06Z,klaipeda,2016-12-18,51,Klaipeda,0,55.72823,20.81738,2016-12-18T03:01:05Z,546.286,121,55.72737,20.80882
301169,BALTIYSKIY-202,89,7,13,BZ,Cargo,54.70267,18.92023,86,310,312,GOOLE,2803,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.69962,18.92667,2016-12-20T11:09:02Z,536.328,120,54.70267,18.92023
301374,MARY A,113,8,18,IT,Tanker,54.71022,18.99805,67,27,26,LEIPAJA,8084,2016-12-17T23:11:02Z,gdansk,2016-12-17,51,Gdańsk,0,54.70332,18.99186,2016-12-17T23:09:01Z,865.55,121,54.71022,18.99805
301875,BALTIC FROST,182,8,27,MT,Tanker,59.92155,30.00093,119,291,291,ROTTERDAM FOR ORDER,37100,2016-12-19T10:15:04Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.92155,30.00093,2016-12-19T10:13:04Z,0,120,59.92155,30.00093
302841,B GAS CHAMPION,74,8,14,MT,Tanker,57.61476,11.60411,102,276,276,SE BRO,2347,2016-12-19T14:59:06Z,gothenborg,2016-12-19,51,gothenborg,0,57.61445,11.60936,2016-12-19T14:57:05Z,315.67,121,57.61476,11.60411
304547,SOLSTRAUM,94,8,18,NO,Tanker,54.377,18.66217,10,170,347,FI SUL-PL GDN,6519,2016-12-20T06:05:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.37766,18.66178,2016-12-20T06:03:01Z,77.714,121,54.377,18.66217
304819,RESCUE BERGESEN D.Y,15,3,4,NO,Tug,57.98983,11.69735,1,47,511,TEL: 0047 916 79 652,,2016-12-16T12:37:05Z,gothenborg,2016-12-16,51,gothenborg,1,57.98983,11.69735,2016-12-16T12:35:09Z,0,116,57.98983,11.69735
305383,NORTHERN KATTEGAT,42,8,9,SE,Tanker,57.69165,11.87399,0,300,287,G0:TEBORG PEC-48,510,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69165,11.87393,2016-12-20T10:59:05Z,3.578,720,57.69165,11.87399
306293,CLIPPER HARALD,146,8,20,NO,Tanker,57.99886,11.76283,109,24,24,NO KAR>SE STE,13712,2016-12-20T03:13:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.99332,11.75805,2016-12-20T03:11:04Z,678.704,120,57.99886,11.76283
306484,KEGUMS,104,7,15,NO,Cargo,59.91918,30.01302,86,292,293,OSLO,4225,2016-12-13T21:35:05Z,st_petersburg,2016-12-13,50,St. Petersburg,0,59.92025,30.00774,2016-12-13T21:35:04Z,318.489,1,59.91918,30.01302
306746,EK-STAR,134,8,20,NO,Tanker,57.6895,11.86987,0,358,197,GOTHENBURG,13700,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68953,11.86987,2016-12-20T10:59:07Z,3.341,718,57.6895,11.86987
307368,RESCUE B. RASMUSSEN,13,3,4,NO,Tug,57.9663,11.71332,55,51,511,TERNEVIK,,2016-12-20T10:45:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.96375,11.70978,2016-12-20T10:43:05Z,352.941,120,57.9663,11.71332
307788,STAR ISFJORD,198,7,31,NO,Cargo,54.53324,18.52926,0,219,58,GDYNIA-PLGDY,45740,2016-12-20T06:39:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53376,18.52951,2016-12-19T14:17:07Z,60.104,58920,54.53324,18.52926
308314,HOEGH TRIDENT,199,7,32,NO,Cargo,57.6,11.61183,114,280,281,BE ANR,21423,2016-12-14T17:45:05Z,gothenborg,2016-12-14,50,gothenborg,0,57.6,11.61183,2016-12-14T17:43:06Z,0,119,57.6,11.61183
309724,XANTHIA,147,8,22,NO,Tanker,55.72664,21.09228,1,254,296,FI-RAU,17031,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.72621,21.09377,2016-12-20T10:59:06Z,105.152,720,55.72664,21.09228
310529,POLAR,65,2,9,SE,Fishing,57.7156,11.95803,0,335,16,MR FISH,0,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.71556,11.95799,2016-12-20T10:59:07Z,5.053,718,57.7156,11.95803
310855,VASTFJORD II,41,2,10,SE,Fishing,57.67396,11.66495,0,311,10,GRENA,0,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.67396,11.66503,2016-12-20T10:59:05Z,4.774,720,57.67396,11.66495
312793,DANUBIA,83,7,11,NO,Cargo,57.60929,11.66393,97,204,197,KALININGRAD V GOTEBO,2550,2016-12-20T09:33:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.61215,11.66631,2016-12-20T09:31:05Z,348.846,119,57.60929,11.66393
312941,EKEN,135,8,21,NO,Tanker,59.91912,30.01337,107,292,290,SILLAMAE,13700,2016-12-18T18:59:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.9214,30.00232,2016-12-18T18:59:03Z,668.236,1,59.91912,30.01337
313641,BESS,36,3,12,NO,Tug,57.99897,11.76267,103,25,24,ESC STENUNGSUND,618,2016-12-19T14:19:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.98509,11.75033,2016-12-19T14:13:05Z,1709.551,360,57.99897,11.76267
314533,EKFORS,134,8,20,NO,Tanker,59.8675,30.2235,0,316,127,ST PETERSBURG,13702,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.8675,30.2235,2016-12-20T11:11:03Z,0,1,59.8675,30.2235
315660,MAJA,55,3,25,PL,Tug,54.53592,18.52666,0,281,511,GDYNIA/GDANSK,1018,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53591,18.52673,2016-12-20T10:57:06Z,4.666,121,54.53592,18.52666
315661,TYTAN,30,3,10,PL,Tug,54.40548,18.66831,0,330,103,GDANSK,108,2016-12-20T07:17:06Z,gdynia,2016-12-20,51,Gdynia,1,54.40548,18.66831,2016-12-20T07:17:02Z,0,4,54.40548,18.66831
315663,OCEANIA,48,3,9,PL,Tug,54.39486,18.67397,0,272,39,GDANSK,106,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.39484,18.67394,2016-12-20T11:09:02Z,2.959,120,54.39486,18.67397
315672,ARES,35,3,9,PL,Tug,54.39945,18.69563,1,194,338,OIL FIELDS,120,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.39945,18.69563,2016-12-20T11:09:02Z,0,120,54.39945,18.69563
315676,AGIS,35,3,9,PL,Tug,54.39063,18.66908,0,0,511,GDANSK,100,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.39063,18.66908,2016-12-20T11:09:02Z,0,120,54.39063,18.66908
315677,ARGO,36,3,9,PL,Tug,54.3903,18.6687,0,206,38,GDANSK,175,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.3903,18.6687,2016-12-20T11:09:02Z,0,120,54.3903,18.6687
315679,AJAKS,35,3,9,PL,Tug,54.39168,18.67027,0,0,511,GDANSK,118,2016-12-20T09:05:01Z,gdansk,2016-12-20,51,Gdańsk,1,54.39167,18.67022,2016-12-20T08:29:01Z,3.433,2160,54.39168,18.67027
315687,HALICZ,61,8,10,PL,Tanker,54.79741,18.41832,0,316,127,PLWLA,1000,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.79741,18.41832,2016-12-20T10:57:06Z,0,121,54.79741,18.41832
315695,RUBIN,37,6,11,PL,Passenger,54.35757,18.70431,0,345,511,GDANSK-HEL-GDANSK,81,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.35754,18.70432,2016-12-20T11:09:02Z,3.402,120,54.35757,18.70431
315703,PILOT-3,16,3,5,PL,Tug,54.52379,18.54966,0,0,511,CLASS B,,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52379,18.54966,2016-12-20T10:57:06Z,0,121,54.52379,18.54966
315705,PILOT-5,15,3,4,PL,Tug,54.52374,18.54975,4,28,511,CLASS B,,2016-12-20T09:09:14Z,gdynia,2016-12-20,51,Gdynia,1,54.52374,18.54975,2016-12-20T09:07:07Z,0,127,54.52374,18.54975
315719,TUCANA,22,3,6,PL,Tug,54.52044,18.55031,0,258,85,N 5,,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52044,18.55031,2016-12-20T10:57:06Z,0,121,54.52044,18.55031
315726,ODISSEY,35,3,9,RU,Tug,54.69707,20.44068,80,50,50,KALININGRAD,118,2016-12-16T17:15:02Z,kalingrad,2016-12-16,51,Kalingrad,0,54.69432,20.43411,2016-12-16T17:13:02Z,522.651,120,54.69707,20.44068
315728,PORONIEC,60,8,9,PL,Tanker,54.48677,18.7207,79,216,220,GDANSK,1000,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.49031,18.72527,2016-12-20T11:09:02Z,492.939,120,54.48677,18.7207
315731,ODYS,35,3,9,PL,Tug,54.52935,18.52587,0,51,236,GDYNIA,0,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52934,18.52587,2016-12-20T10:57:06Z,1.113,121,54.52935,18.52587
315739,IKAR,29,3,7,PL,Tug,54.7985,18.55142,68,299,303,DORDRECHT VIA SKAW,101,2016-12-17T21:09:07Z,gdynia,2016-12-17,51,Gdynia,0,54.79724,18.55525,2016-12-17T21:07:06Z,283.463,121,54.7985,18.55142
315746,WLA 108,29,2,8,PL,Fishing,54.52232,18.55843,1,279,261,GDYNIA,89,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52232,18.55843,2016-12-20T10:57:06Z,0,121,54.52232,18.55843
315753,LEB-7,26,2,6,PL,Fishing,54.79671,18.42018,37,209,511,KEEP CLEAR 0.3NM CPA,,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79671,18.42018,2016-12-20T10:57:06Z,0,121,54.79671,18.42018
315755,INZ. ST. LEGOWSKI,77,3,12,PL,Tug,54.56137,18.71215,46,239,234,GDYNIA,3002,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.5628,18.71618,2016-12-20T11:09:02Z,305.453,120,54.56137,18.71215
315775,AGAT,38,6,12,PL,Passenger,54.51937,18.55478,0,0,93,GDY-PL,83,2016-12-20T10:03:06Z,gdynia,2016-12-20,51,Gdynia,1,54.51934,18.55474,2016-12-20T06:47:07Z,4.226,11759,54.51937,18.55478
315804,HEL-111,26,2,7,PL,Fishing,54.79611,18.86066,77,344,346,SEARCH FISH,69,2016-12-19T23:53:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.79192,18.86257,2016-12-19T23:51:02Z,482.338,120,54.79611,18.86066
315805,HEL 112,25,2,7,PL,Fishing,54.79946,18.81878,89,352,356,HEL,68,2016-12-19T23:51:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.79457,18.81993,2016-12-19T23:49:02Z,549.356,120,54.79946,18.81878
315812,SM PRC 112,58,3,9,PL,Tug,54.35704,18.67471,10,97,123,GDANSK,1069,2016-12-18T22:13:02Z,gdansk,2016-12-18,51,Gdańsk,0,54.35792,18.67248,2016-12-18T22:11:01Z,174.968,121,54.35704,18.67471
315816,SM PRC 105,59,3,9,PL,Tug,54.35949,18.67063,0,350,306,GDANSK,1084,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.35949,18.67063,2016-12-20T11:09:02Z,0,120,54.35949,18.67063
315820,SM PRC 108,58,3,9,PL,Tug,54.39867,18.69267,0,28,61,GDANSK,1084,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.39867,18.69267,2016-12-20T11:09:02Z,0,120,54.39867,18.69267
315824,SMPRC110,58,3,9,PL,Tug,54.35955,18.67075,0,152,311,GDANSK,1068,2016-12-15T16:25:02Z,gdansk,2016-12-15,50,Gdańsk,1,54.35955,18.67074,2016-12-15T16:23:02Z,0.65,120,54.35955,18.67075
315864,KOL-48,15,3,6,PL,Tug,54.7996,18.43131,60,11,511,CLASS B,,2016-12-14T20:15:08Z,gdynia,2016-12-14,50,Gdynia,0,54.79667,18.43023,2016-12-14T20:13:07Z,333.481,121,54.7996,18.43131
315869,TAURUS,30,3,10,PL,Tug,54.40558,18.66767,0,0,285,GDANSK,125,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.40558,18.66767,2016-12-20T11:09:02Z,0,120,54.40558,18.66767
315877,KAPER-2 SG-312,42,2,8,PL,Fishing,54.54576,18.70197,111,80,81,SEA TRIAL,66,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.54473,18.69066,2016-12-20T11:09:02Z,740.862,120,54.54576,18.70197
315887,WLA-307,25,2,7,PL,Fishing,54.79952,18.44073,80,42,28,WLA-WO 00000,68,2016-12-18T06:43:07Z,gdynia,2016-12-18,51,Gdynia,0,54.79694,18.43358,2016-12-18T06:41:06Z,542.172,121,54.79952,18.44073
315889,WLA-209 BLANKA,25,2,8,PL,Fishing,54.79838,18.43082,95,0,2,WLADYSLAWOWO,43,2016-12-17T21:43:06Z,gdynia,2016-12-17,51,Gdynia,0,54.79838,18.43082,2016-12-17T21:41:07Z,0,119,54.79838,18.43082
315892,WIATR,15,3,4,PL,Tug,54.36812,18.78008,0,0,511,CLASS B,,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.36813,18.78009,2016-12-20T11:09:02Z,1.289,120,54.36812,18.78008
315901,HEL-150,26,2,8,PL,Fishing,54.60292,18.80238,0,311,160,HEL,124,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.60292,18.80238,2016-12-20T11:09:02Z,0,120,54.60292,18.80238
315903,HEL 23,17,2,5,PL,Fishing,54.60357,18.80057,0,194,511,HEL,,2016-12-20T04:51:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.60357,18.80057,2016-12-20T04:49:02Z,0,120,54.60357,18.80057
315907,WLA 253,21,2,6,PL,Fishing,54.79902,18.43582,93,64,511,,,2016-12-20T03:37:06Z,gdynia,2016-12-20,51,Gdynia,0,54.79641,18.42823,2016-12-20T03:35:06Z,568.078,120,54.79902,18.43582
315909,WLA-13O,21,2,5,PL,Fishing,54.79896,18.42641,90,4,511,FISHING,,2016-12-18T12:43:07Z,gdynia,2016-12-18,51,Gdynia,0,54.79737,18.42055,2016-12-18T12:39:07Z,416.379,240,54.79896,18.42641
315912,WLA 116,21,2,5,PL,Fishing,54.79989,18.4425,90,69,511,WLADYSLAWOWO,,2016-12-20T04:07:06Z,gdynia,2016-12-20,51,Gdynia,0,54.79826,18.43361,2016-12-20T04:05:14Z,599.85,112,54.79989,18.4425
315924,WLA-254,25,2,6,PL,Fishing,54.79927,18.43267,92,60,511,,,2016-12-20T04:13:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79616,18.42621,2016-12-20T04:11:13Z,540.815,114,54.79927,18.43267
315927,JAS 102,18,2,5,PL,Fishing,54.79883,18.72346,18,346,511,OA8,,2016-12-20T10:31:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.79804,18.72423,2016-12-20T10:29:07Z,100.927,115,54.79883,18.72346
315929,JAS-74,18,2,6,PL,Fishing,54.48427,18.93163,28,153,511,GDANSK,,2016-12-20T07:15:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.48427,18.93163,2016-12-20T07:13:01Z,0,120,54.48427,18.93163
315930,JAS 78,19,2,6,PL,Fishing,54.53876,18.99776,31,111,511,BALTIC SEA,,2016-12-20T07:21:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.54018,18.9946,2016-12-20T07:19:02Z,258.492,120,54.53876,18.99776
315932,NEPTUN W,17,3,4,PL,Tug,54.79572,18.41897,39,207,511,WLADYSLAWOWO,,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79572,18.41897,2016-12-20T10:57:06Z,0,121,54.79572,18.41897
315941,WLA-295,26,2,6,PL,Fishing,54.79936,18.4416,89,34,511,WLADYSLAWOWO,68,2016-12-14T20:49:07Z,gdynia,2016-12-14,50,Gdynia,0,54.79669,18.43465,2016-12-14T20:47:07Z,536.789,120,54.79936,18.4416
315946,WLA-305,25,2,6,PL,Fishing,54.7978,18.4512,103,93,511,WLADYSLAWOWO,69,2016-12-20T05:03:08Z,gdynia,2016-12-20,51,Gdynia,0,54.79821,18.44172,2016-12-20T05:01:05Z,611.414,123,54.7978,18.4512
315948,WLA310,26,2,6,PL,Fishing,54.79883,18.43298,90,33,511,WLADYSLAWOWO,126,2016-12-19T20:47:14Z,gdynia,2016-12-19,51,Gdynia,0,54.79883,18.43298,2016-12-19T20:45:07Z,0,127,54.79883,18.43298
315950,.WLA-311,24,2,6,PL,Fishing,54.79611,18.43084,96,90,511,"KEEP CLEAR 0,5NM",126,2016-12-19T20:51:06Z,gdynia,2016-12-19,51,Gdynia,0,54.79611,18.43084,2016-12-19T20:49:15Z,0,111,54.79611,18.43084
315951,WLA-312,26,2,6,PL,Fishing,54.79545,18.41662,0,0,511,WLADYSLAWOWO,126,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.79545,18.41662,2016-12-20T10:57:06Z,0,121,54.79545,18.41662
315959,GDA-20,21,2,6,PL,Fishing,54.79945,18.81877,81,339,511,BHA,,2016-12-19T02:53:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.7949,18.8193,2016-12-19T02:51:03Z,507.651,119,54.79945,18.81877
315960,GDA-18,25,2,7,PL,Fishing,54.79792,18.91948,85,24,511,SEA TRIAL,,2016-12-20T06:13:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.79581,18.91764,2016-12-20T06:11:02Z,263.013,119,54.79792,18.91948
315968,JAS-64,19,2,6,PL,Fishing,54.53985,18.99999,26,118,511,,,2016-12-20T07:45:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.54077,18.99806,2016-12-20T07:43:02Z,161.53,119,54.53985,18.99999
315971,WLA-291,27,2,8,PL,Fishing,54.79715,18.42116,36,262,261,WLADYSLAWOWO,58,2016-12-19T22:59:06Z,gdynia,2016-12-19,51,Gdynia,0,54.79592,18.42539,2016-12-19T22:57:06Z,304.576,120,54.79715,18.42116
315979,JAS-80,19,2,6,PL,Fishing,54.57363,18.99106,86,104,511,,,2016-12-20T02:49:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.57483,18.97463,2016-12-20T02:47:01Z,1070.892,121,54.57363,18.99106
315983,WLA-184 HELOT,29,2,8,PL,Fishing,54.52192,18.55085,0,277,266,GDANSK,89,2016-12-20T10:43:06Z,gdynia,2016-12-20,51,Gdynia,1,54.52192,18.55085,2016-12-20T10:41:06Z,0,120,54.52192,18.55085
315986,JAS 77,19,2,5,PL,Fishing,54.79996,18.88515,79,340,349,,,2016-12-20T05:47:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.79381,18.88713,2016-12-20T05:45:01Z,696.36,120,54.79996,18.88515
315998,JAS 31,19,2,6,PL,Fishing,54.57643,18.99891,89,93,511,GDANSK,,2016-12-20T02:51:10Z,gdansk,2016-12-20,51,Gdańsk,0,54.57687,18.99073,2016-12-20T02:49:02Z,531.232,128,54.57643,18.99891
316004,HEL-152,27,2,8,PL,Fishing,54.47846,18.95482,32,129,130,HEL,126,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.47947,18.95185,2016-12-20T11:09:02Z,222.941,120,54.47846,18.95482
316006,WLA-22,21,2,6,PL,Fishing,54.79639,18.41893,49,238,511,WLADYSLAWOWO,,2016-12-20T08:23:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79719,18.42134,2016-12-20T08:21:06Z,178.766,121,54.79639,18.41893
316016,WLA 51,20,2,5,PL,Fishing,54.79699,18.43064,76,62,511,WLADYSLAWOWO,,2016-12-20T03:47:06Z,gdynia,2016-12-20,51,Gdynia,0,54.79597,18.42673,2016-12-20T03:45:06Z,275.927,120,54.79699,18.43064
316038,WLA-217,24,2,6,PL,Fishing,54.79711,18.4183,0,283,511,FISHING,55,2016-12-20T08:05:07Z,gdynia,2016-12-20,51,Gdynia,1,54.79711,18.4183,2016-12-20T08:03:06Z,0,121,54.79711,18.4183
316042,WLA-6,23,2,6,PL,Fishing,54.79975,18.44303,78,73,511,WLADEK,,2016-12-20T04:27:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79815,18.4348,2016-12-20T04:25:07Z,558.466,120,54.79975,18.44303
316044,WLA-197,19,2,6,PL,Fishing,54.79816,18.4384,84,73,511,,,2016-12-20T04:21:06Z,gdynia,2016-12-20,51,Gdynia,0,54.79816,18.4384,2016-12-20T04:19:07Z,0,119,54.79816,18.4384
316046,JAS 39,18,2,5,PL,Fishing,54.4257,18.99796,25,115,511,HEL,,2016-12-20T07:51:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.42627,18.9961,2016-12-20T07:49:02Z,136.38,120,54.4257,18.99796
316049,JAS-12,18,2,6,PL,Fishing,54.79601,18.93566,78,32,4,,,2016-12-20T07:09:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.79183,18.93509,2016-12-20T07:07:02Z,466.759,120,54.79601,18.93566
316050,JAS 51,17,2,5,PL,Fishing,54.42344,18.99882,25,117,511,,,2016-12-20T07:53:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.42405,18.99687,2016-12-20T07:51:02Z,143.634,120,54.42344,18.99882
316051,PILOT 20,15,3,4,PL,Tug,54.40567,18.65224,0,344,511,CLASS B,,2016-12-18T10:17:07Z,gdynia,2016-12-18,51,Gdynia,1,54.40567,18.65224,2016-12-18T10:17:02Z,0,5,54.40567,18.65224
316052,PILOT21,12,3,4,PL,Tug,54.40568,18.65252,2,171,511,CLASS B,,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.40568,18.65252,2016-12-20T11:09:02Z,0,120,54.40568,18.65252
316056,HEL-103,26,2,8,PL,Fishing,54.68947,18.77327,92,311,316,BALTIC-SEA,68,2016-12-17T00:55:06Z,gdynia,2016-12-17,51,Gdynia,0,54.68947,18.77327,2016-12-17T00:55:01Z,0,5,54.68947,18.77327
316061,HEL-102,25,2,7,PL,Fishing,54.79671,18.76881,88,347,348,SEA TRIALS,68,2016-12-19T23:49:06Z,gdynia,2016-12-19,51,Gdynia,0,54.79671,18.76881,2016-12-19T23:49:02Z,0,4,54.79671,18.76881
316076,LE VOYAGEUR,12,9,4,PL,Pleasure,54.36806,18.77855,0,0,511,CLASS B,,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.36806,18.77855,2016-12-20T11:09:02Z,0,120,54.36806,18.77855
316079,DZI-92 ATILIUS,18,2,5,PL,Fishing,54.79985,18.44069,77,57,511,CLASS B,,2016-12-20T04:11:13Z,gdynia,2016-12-20,51,Gdynia,0,54.79614,18.42568,2016-12-20T04:09:07Z,1050.004,126,54.79985,18.44069
316083,WLA-32,18,2,6,PL,Fishing,54.79814,18.43326,76,56,511,,,2016-12-20T04:09:07Z,gdynia,2016-12-20,51,Gdynia,0,54.79612,18.42665,2016-12-20T04:07:06Z,480.939,121,54.79814,18.43326
316086,JAS 76,24,2,6,PL,Fishing,54.44047,18.99968,28,106,511,HEL,55,2016-12-20T08:21:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.44081,18.99714,2016-12-20T08:19:02Z,169.088,119,54.44047,18.99968
316093,ZAG 31,19,2,5,PL,Fishing,54.46693,18.99714,86,48,44,GDYNIA,,2016-12-20T05:45:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.46337,18.99107,2016-12-20T05:43:02Z,558.526,119,54.46693,18.99714
